WKT,OBJECTID,COD_ESTACI,COD_METRIC,MínDeVALO,UTMX,UTMY,HUSO,NOM_DEMARC
"POINT (236227.000014435 4579551.99997475)","941","210145",IBMWP,>Valor frontera M/B,"236227","4579552","30",CHD
"POINT (368331.000006841 4570423.00001502)","942","210147",IBMWP,>Valor frontera M/B,"368331","4570423","30",CHD
"POINT (370949.000006335 4559567.99999462)","943","210148",IBMWP,>Valor frontera M/B,"370949","4559568","30",CHD
"POINT (416069.999959465 4564474.000028)","944","210150",IBMWP,>Valor frontera M/B,"416070","4564474","30",CHD
"POINT (432918.999961903 4571942.00003751)","945","210151",IBMWP,>Valor frontera M/B,"432919","4571942","30",CHD
"POINT (253170.999985652 4551553.00003945)","946","210154",IBMWP,>Valor frontera M/B,"253171","4551553","30",CHD
"POINT (276992.000037251 4547084.00002567)","947","210155",IBMWP,>Valor frontera M/B,"276992","4547084","30",CHD
"POINT (308179.000016592 4554095.99999419)","948","210156",IBMWP,<Valor frontera M/B,"308179","4554096","30",CHD
"POINT (373240.999982303 4547528.00000426)","949","210158",IBMWP,>Valor frontera M/B,"373241","4547528","30",CHD
"POINT (391061.999971873 4543989.99997483)","950","210160",IBMWP,>Valor frontera M/B,"391062","4543990","30",CHD
"POINT (192896.999982799 4546396.00000832)","951","210161",IBMWP,>Valor frontera M/B,"192897","4546396","30",CHD
"POINT (195981.00003739 4531726.00000424)","952","210162",IBMWP,>Valor frontera M/B,"195981","4531726","30",CHD
"POINT (210852.99997394 4527107.99999344)","953","210163",IBMWP,>Valor frontera M/B,"210853","4527108","30",CHD
"POINT (398069.000019061 4540786.99996817)","954","210169",IBMWP,>Valor frontera M/B,"398069","4540787","30",CHD
"POINT (406753.000030152 4533842.99997025)","955","210170",IBMWP,<Valor frontera M/B,"406753","4533843","30",CHD
"POINT (410732.000018862 4530903.00001249)","956","210171",IBMWP,<Valor frontera M/B,"410732","4530903","30",CHD
"POINT (194324.999977382 4503613.99996229)","957","210173",IBMWP,>Valor frontera M/B,"194325","4503614","30",CHD
"POINT (180548.000020812 4514356.99995455)","958","210174",IBMWP,>Valor frontera M/B,"180548","4514357","30",CHD
"POINT (285381.000022883 4517776.00001256)","959","210175",IBMWP,>Valor frontera M/B,"285381","4517776","30",CHD
"POINT (357020.999998641 4514091.00004355)","960","210176",IBMWP,>Valor frontera M/B,"357021","4514091","30",CHD
"POINT (398382.000019927 4510432.00001326)","961","210179",IBMWP,>Valor frontera M/B,"398382","4510432","30",CHD
"POINT (203431.000046458 4496978.00004199)","962","210180",IBMWP,>Valor frontera M/B,"203431","4496978","30",CHD
"POINT (187168.000038633 4504276.99998299)","963","210181",IBMWP,>Valor frontera M/B,"187168","4504277","30",CHD
"POINT (289007.000017336 4471714.00000437)","964","210182",IBMWP,>Valor frontera M/B,"289007","4471714","30",CHD
"POINT (324274.000046995 4491723.99996142)","965","210220",IBMWP,>Valor frontera M/B,"324274","4491724","30",CHD
"POINT (492639.99999138 4582235.00000816)","966","210225",IBMWP,>Valor frontera M/B,"492640","4582235","30",CHD
"POINT (430405.999979851 4548604.00000875)","967","210228",IBMWP,>Valor frontera M/B,"430406","4548604","30",CHD
"POINT (509457.000013342 4585853.00002669)","968","210233",IBMWP,<Valor frontera M/B,"509457","4585853","30",CHD
"POINT (229243.000025891 4536833.99995944)","969","210237",IBMWP,>Valor frontera M/B,"229243","4536834","30",CHD
"POINT (250875.999962609 4644902.00001471)","970","210245",IBMWP,>Valor frontera M/B,"250876","4644902","30",CHD
"POINT (315732.999957212 4501402.00002248)","971","210249",IBMWP,>Valor frontera M/B,"315733","4501402","30",CHD
"POINT (398375.000031293 4658776.00002868)","972","210256",IBMWP,>Valor frontera M/B,"398375","4658776","30",CHD
"POINT (309987.000021031 4744408.00000797)","973","210264",IBMWP,>Valor frontera M/B,"309987","4744408","30",CHD
"POINT (284147.999986643 4734109.00003151)","974","210268",IBMWP,>Valor frontera M/B,"284148","4734109","30",CHD
"POINT (366664.000041836 4685983.0000101)","975","210270",IBMWP,>Valor frontera M/B,"366664","4685983","30",CHD
"POINT (397353.000008061 4699525.00001758)","976","210271",IBMWP,>Valor frontera M/B,"397353","4699525","30",CHD
"POINT (132511.999969275 4653484.00002643)","977","210280",IBMWP,>Valor frontera M/B,"132512","4653484","30",CHD
"POINT (358236.999976517 4533613.99998684)","978","210291",IBMWP,>Valor frontera M/B,"358237","4533614","30",CHD
"POINT (218877.000030871 4532713.99995822)","979","210292",IBMWP,>Valor frontera M/B,"218877","4532714","30",CHD
"POINT (403846.999988686 4512319.00002594)","980","210297",IBMWP,>Valor frontera M/B,"403847","4512319","30",CHD
"POINT (491343.000008568 4595164.00002259)","981","210305",IBMWP,>Valor frontera M/B,"491343","4595164","30",CHD
"POINT (283030.99996928 4749582.99998533)","982","210307",IBMWP,>Valor frontera M/B,"283031","4749583","30",CHD
"POINT (268484.000007012 4597741.00000876)","983","210314",IBMWP,>Valor frontera M/B,"268484","4597741","30",CHD
"POINT (410443.999994036 4598707.99995936)","984","210321",IBMWP,>Valor frontera M/B,"410444","4598708","30",CHD
"POINT (516109.00002943 4587430.00002746)","985","210329",IBMWP,>Valor frontera M/B,"516109","4587430","30",CHD
"POINT (386381.000015897 4621062.00001645)","986","210330",IBMWP,>Valor frontera M/B,"386381","4621062","30",CHD
"POINT (324191.999982541 4735434.00004006)","987","210331",IBMWP,>Valor frontera M/B,"324192","4735434","30",CHD
"POINT (138133.000020188 4645908.99995952)","988","210335",IBMWP,>Valor frontera M/B,"138133","4645909","30",CHD
"POINT (134183.999989025 4639282.0000086)","989","210336",IBMWP,>Valor frontera M/B,"134184","4639282","30",CHD
"POINT (403784.999973599 4525637.00001108)","990","210337",IBMWP,<Valor frontera M/B,"403785","4525637","30",CHD
"POINT (277859.000019726 4556952.99998268)","991","210341",IBMWP,>Valor frontera M/B,"277859","4556953","30",CHD
"POINT (295817.000015733 4464236.00002573)","992","210342",IBMWP,>Valor frontera M/B,"295817","4464236","30",CHD
"POINT (212905.999961162 4538743.00001568)","993","210344",IBMWP,>Valor frontera M/B,"212906","4538743","30",CHD
"POINT (302400.000020818 4554478.00000836)","994","210345",IBMWP,>Valor frontera M/B,"302400","4554478","30",CHD
"POINT (302290.99997251 4570607.99995808)","995","210346",IBMWP,>Valor frontera M/B,"302291","4570608","30",CHD
"POINT (423270.999952813 4706192.9999937)","996","210347",IBMWP,>Valor frontera M/B,"423271","4706193","30",CHD
"POINT (308801.000004149 4594652.00000885)","997","210348",IBMWP,<Valor frontera M/B,"308801","4594652","30",CHD
"POINT (258451.000046114 4683797.00002516)","998","210350",IBMWP,<Valor frontera M/B,"258451","4683797","30",CHD
"POINT (400162.999969754 4530765.99998193)","999","210365",IBMWP,>Valor frontera M/B,"400163","4530766","30",CHD
"POINT (385903.99995476 4532347.99999026)","1000","210369",IBMWP,>Valor frontera M/B,"385904","4532348","30",CHD
"POINT (121512.00000168 4650134.99996078)","1001","210371",IBMWP,>Valor frontera M/B,"121512","4650135","30",CHD
"POINT (264074.999997037 4730039.0000496)","1002","210379",IBMWP,>Valor frontera M/B,"264075","4730039","30",CHD
"POINT (402793.000038616 4688852.99999044)","1003","210385",IBMWP,>Valor frontera M/B,"402793","4688853","30",CHD
"POINT (536444.999996265 4629169.99995232)","1004","210388",IBMWP,<Valor frontera M/B,"536445","4629170","30",CHD
"POINT (415907.999976357 4544433.00002808)","1005","210391",IBMWP,>Valor frontera M/B,"415908","4544433","30",CHD
"POINT (395945.00001241 4734491.99996216)","1006","210392",IBMWP,>Valor frontera M/B,"395945","4734492","30",CHD
"POINT (356248.000004498 4665750.99997047)","1007","210393",IBMWP,>Valor frontera M/B,"356248","4665751","30",CHD
"POINT (394595.000041278 4711286.99999117)","1008","210394",IBMWP,>Valor frontera M/B,"394595","4711287","30",CHD
"POINT (375249.999961097 4640250.99995373)","1009","210396",IBMWP,>Valor frontera M/B,"375250","4640251","30",CHD
"POINT (371816.000007461 4633687.00003913)","1010","210397",IBMWP,<Valor frontera M/B,"371816","4633687","30",CHD
"POINT (367985.999989417 4627450.00002392)","1011","210398",IBMWP,>Valor frontera M/B,"367986","4627450","30",CHD
"POINT (405545.000023642 4548526.99998644)","1012","210403",IBMWP,>Valor frontera M/B,"405545","4548527","30",CHD
"POINT (433735.000003504 4555743.99995236)","1013","210404",IBMWP,>Valor frontera M/B,"433735","4555744","30",CHD
"POINT (455698.000040485 4585746.000036)","1014","210409",IBMWP,>Valor frontera M/B,"455698","4585746","30",CHD
"POINT (194232.99997038 4660986.99997666)","1015","210412",IBMWP,>Valor frontera M/B,"194233","4660987","30",CHD
"POINT (190583.000014483 4469826.00002321)","1016","210414",IBMWP,>Valor frontera M/B,"190583","4469826","30",CHD
"POINT (401068.000029755 4711316.99997241)","1017","210415",IBMWP,>Valor frontera M/B,"401068","4711317","30",CHD
"POINT (578675.999980991 4617273.99998042)","1018","210416",IBMWP,<Valor frontera M/B,"578676","4617274","30",CHD
"POINT (182940.999976986 4518391.00004237)","1019","210418",IBMWP,>Valor frontera M/B,"182941","4518391","30",CHD
"POINT (186324.000025712 4476522.00004286)","1020","210421",IBMWP,>Valor frontera M/B,"186324","4476522","30",CHD
"POINT (451290.99995728 4701787.99999792)","1021","210422",IBMWP,>Valor frontera M/B,"451291","4701788","30",CHD
"POINT (427104.999996479 4697187.00000397)","1022","210423",IBMWP,>Valor frontera M/B,"427105","4697187","30",CHD
"POINT (275759.000037586 4564827.00001563)","1023","210425",IBMWP,>Valor frontera M/B,"275759","4564827","30",CHD
"POINT (300928.999980655 4621473.99998036)","1024","210427",IBMWP,>Valor frontera M/B,"300929","4621474","30",CHD
"POINT (458678.999959607 4676555.99995127)","1025","210428",IBMWP,>Valor frontera M/B,"458679","4676556","30",CHD
"POINT (302401.999951327 4482257.00000314)","1026","210433",IBMWP,>Valor frontera M/B,"302402","4482257","30",CHD
"POINT (285059.000033873 4595297.99997141)","1027","210434",IBMWP,<Valor frontera M/B,"285059","4595298","30",CHD
"POINT (404532.000038262 4531818.99998517)","1028","210436",IBMWP,<Valor frontera M/B,"404532","4531819","30",CHD
"POINT (217088.999981062 4501402.00002979)","1029","210437",IBMWP,>Valor frontera M/B,"217089","4501402","30",CHD
"POINT (290967.999979429 4530478.00003756)","1030","210446",IBMWP,>Valor frontera M/B,"290968","4530478","30",CHD
"POINT (269524.000024719 4546254.999979)","1031","210447",IBMWP,<Valor frontera M/B,"269524","4546255","30",CHD
"POINT (262775.999958831 4549083.00001275)","1032","210448",IBMWP,>Valor frontera M/B,"262776","4549083","30",CHD
"POINT (324361.999985502 4546816.0000222)","1033","210450",IBMWP,<Valor frontera M/B,"324362","4546816","30",CHD
"POINT (194321.000041872 4666027.00002004)","1034","210451",IBMWP,>Valor frontera M/B,"194321","4666027","30",CHD
"POINT (177395.00003647 4515587.00002324)","1035","210452",IBMWP,>Valor frontera M/B,"177395","4515587","30",CHD
"POINT (177648.999961071 4525435.00000753)","1036","210453",IBMWP,>Valor frontera M/B,"177649","4525435","30",CHD
"POINT (380072.000048541 4672460.99997804)","1037","210458",IBMWP,>Valor frontera M/B,"380072","4672461","30",CHD
"POINT (315154.999964454 4660410.99995379)","1038","210463",IBMWP,>Valor frontera M/B,"315155","4660411","30",CHD
"POINT (458018.000041236 4693731.99997232)","1039","210466",IBMWP,>Valor frontera M/B,"458018","4693732","30",CHD
"POINT (355625.000022642 4656161.00005083)","1040","210467",IBMWP,>Valor frontera M/B,"355625","4656161","30",CHD
"POINT (223600.999974646 4536603.99995308)","1041","210470",IBMWP,>Valor frontera M/B,"223601","4536604","30",CHD
"POINT (200675.000027229 4669723.99995758)","1042","210471",IBMWP,>Valor frontera M/B,"200675","4669724","30",CHD
"POINT (388589.9999725 4691075.9999971)","1043","210474",IBMWP,>Valor frontera M/B,"388590","4691076","30",CHD
"POINT (385586.000001269 4520574.99998111)","1044","210475",IBMWP,<Valor frontera M/B,"385586","4520575","30",CHD
"POINT (381550.999966555 4505134.00001374)","1045","210476",IBMWP,>Valor frontera M/B,"381551","4505134","30",CHD
"POINT (332532.999957712 4531447.99996582)","1046","210481",IBMWP,>Valor frontera M/B,"332533","4531448","30",CHD
"POINT (331275.999968681 4488714.00002957)","1047","210487",IBMWP,>Valor frontera M/B,"331276","4488714","30",CHD
"POINT (338094.99996528 4492505.99996572)","1048","210488",IBMWP,>Valor frontera M/B,"338095","4492506","30",CHD
"POINT (352822.999974557 4591820.00002318)","1049","210489",IBMWP,>Valor frontera M/B,"352823","4591820","30",CHD
"POINT (341053.000012667 4638808.99998882)","1050","210495",IBMWP,<Valor frontera M/B,"341053","4638809","30",CHD
"POINT (377678.000019863 4588806.99999398)","1051","210498",IBMWP,>Valor frontera M/B,"377678","4588807","30",CHD
"POINT (333157.999983341 4488941.99996277)","1052","210499",IBMWP,>Valor frontera M/B,"333158","4488942","30",CHD
"POINT (328523.000016283 4507410.0000457)","1053","210500",IBMWP,>Valor frontera M/B,"328523","4507410","30",CHD
"POINT (250244.999986236 4664560.99995423)","1054","210502",IBMWP,>Valor frontera M/B,"250245","4664561","30",CHD
"POINT (246835.999975656 4522745.00000885)","1055","210504",IBMWP,>Valor frontera M/B,"246836","4522745","30",CHD
"POINT (457324.999952213 4622181.00001753)","1056","210507",IBMWP,>Valor frontera M/B,"457325","4622181","30",CHD
"POINT (241439.000031303 4709757.99998152)","1057","210508",IBMWP,>Valor frontera M/B,"241439","4709758","30",CHD
"POINT (491695.000017712 4647031.00001073)","1058","210509",IBMWP,>Valor frontera M/B,"491695","4647031","30",CHD
"POINT (436465.999965906 4680416.9999519)","1059","210511",IBMWP,>Valor frontera M/B,"436466","4680417","30",CHD
"POINT (360807.000042697 4723512.00004327)","1060","210512",IBMWP,>Valor frontera M/B,"360807","4723512","30",CHD
"POINT (444146.999959054 4577715.99999412)","1061","210514",IBMWP,<Valor frontera M/B,"444147","4577716","30",CHD
"POINT (280857.00001378 4476144.99998585)","1062","210535",IBMWP,>Valor frontera M/B,"280857","4476145","30",CHD
"POINT (419739.999957591 4675781.99997236)","1063","211009",IBMWP,>Valor frontera M/B,"419740","4675782","30",CHD
"POINT (181133.000032943 4469517.00002052)","1064","211012",IBMWP,>Valor frontera M/B,"181133","4469517","30",CHD
"POINT (409265.000029112 4665729.00004431)","1065","211016",IBMWP,>Valor frontera M/B,"409265","4665729","30",CHD
"POINT (393030.000004365 4636054.00003785)","1066","211018",IBMWP,<Valor frontera M/B,"393030","4636054","30",CHD
"POINT (442825.00001245 4687894.99998863)","1067","211022",IBMWP,>Valor frontera M/B,"442825","4687895","30",CHD
"POINT (258260.999983808 4653260.99996333)","1068","211031",IBMWP,>Valor frontera M/B,"258261","4653261","30",CHD
"POINT (420803.00000809 4649980.00003063)","1069","211055",IBMWP,>Valor frontera M/B,"420803","4649980","30",CHD
"POINT (300971.999978801 4517047.99998626)","1070","211056",IBMWP,>Valor frontera M/B,"300972","4517048","30",CHD
"POINT (447956.999999121 4605619.00001588)","1071","211079",IBMWP,>Valor frontera M/B,"447957","4605619","30",CHD
"POINT (260900.999996389 4597661.9999723)","1072","211082",IBMWP,<Valor frontera M/B,"260901","4597662","30",CHD
"POINT (186997.000042435 4551452.99999645)","1073","211091",IBMWP,>Valor frontera M/B,"186997","4551453","30",CHD
"POINT (203410.00000459 4501871.0000255)","1074","211094",IBMWP,>Valor frontera M/B,"203410","4501871","30",CHD
"POINT (391846.000039907 4519510.99998498)","1075","211102",IBMWP,>Valor frontera M/B,"391846","4519511","30",CHD
"POINT (493333.000023405 4599166.99998929)","1076","211104",IBMWP,>Valor frontera M/B,"493333","4599167","30",CHD
"POINT (286262.000004977 4724040.00000024)","1077","211105",IBMWP,>Valor frontera M/B,"286262","4724040","30",CHD
"POINT (257682.999994404 4635236.99999649)","1078","211110",IBMWP,>Valor frontera M/B,"257683","4635237","30",CHD
"POINT (242437.000030758 4551331.0000502)","1079","211120",IBMWP,>Valor frontera M/B,"242437","4551331","30",CHD
"POINT (189189.999967809 4494872.9999809)","1080","211123",IBMWP,>Valor frontera M/B,"189190","4494873","30",CHD
"POINT (331107.000014406 4588469.99998396)","1081","211124",IBMWP,>Valor frontera M/B,"331107","4588470","30",CHD
"POINT (401477.000020892 4534468.00000131)","1082","211125",IBMWP,<Valor frontera M/B,"401477","4534468","30",CHD
"POINT (511254.999989995 4593204.00004705)","1083","211132",IBMWP,>Valor frontera M/B,"511255","4593204","30",CHD
"POINT (277011.999999813 4750959.99999496)","1084","211138",IBMWP,>Valor frontera M/B,"277012","4750960","30",CHD
"POINT (188068.000004121 4660290.00002287)","1085","211140",IBMWP,>Valor frontera M/B,"188068","4660290","30",CHD
"POINT (199553.999973688 4563021.00002058)","1086","211146",IBMWP,>Valor frontera M/B,"199554","4563021","30",CHD
"POINT (396127.000015451 4738571.00003259)","1087","211148",IBMWP,>Valor frontera M/B,"396127","4738571","30",CHD
"POINT (466642.999977522 4587330.99997776)","1088","211155",IBMWP,>Valor frontera M/B,"466643","4587331","30",CHD
"POINT (298179.000028993 4589558.00001844)","1089","211168",IBMWP,>Valor frontera M/B,"298179","4589558","30",CHD
"POINT (278814.99998765 4465693.00000338)","1090","211182",IBMWP,>Valor frontera M/B,"278815","4465693","30",CHD
"POINT (301162.000015673 4531828.99999247)","1091","211185",IBMWP,>Valor frontera M/B,"301162","4531829","30",CHD
"POINT (276413.999994686 4671691.99999536)","1092","211189",IBMWP,>Valor frontera M/B,"276414","4671692","30",CHD
"POINT (394071.000035589 4653828.00003951)","1093","211191",IBMWP,>Valor frontera M/B,"394071","4653828","30",CHD
"POINT (260906.999969602 4694135.000015)","1094","211200",IBMWP,>Valor frontera M/B,"260907","4694135","30",CHD
"POINT (428691.000042968 4653230.00002553)","1095","211205",IBMWP,>Valor frontera M/B,"428691","4653230","30",CHD
"POINT (246205.999948627 4621724.00002367)","1096","211209",IBMWP,>Valor frontera M/B,"246206","4621724","30",CHD
"POINT (465548.000038326 4602621.99999018)","1097","211212",IBMWP,>Valor frontera M/B,"465548","4602622","30",CHD
"POINT (415674.000012673 4602808.99995496)","1098","211213",IBMWP,<Valor frontera M/B,"415674","4602809","30",CHD
"POINT (234962.999988512 4555508.99997308)","1099","211221",IBMWP,>Valor frontera M/B,"234963","4555509","30",CHD
"POINT (179109.000042983 4539240.00001955)","1100","211223",IBMWP,>Valor frontera M/B,"179109","4539240","30",CHD
"POINT (346176.999964864 4490855.99998399)","1101","211224",IBMWP,>Valor frontera M/B,"346177","4490856","30",CHD
"POINT (385631.000023864 4568300.00000377)","1102","211225",IBMWP,>Valor frontera M/B,"385631","4568300","30",CHD
"POINT (306685.000020413 4519905.99998478)","1103","211227",IBMWP,>Valor frontera M/B,"306685","4519906","30",CHD
"POINT (431628.000044881 4606205.00000492)","1104","211228",IBMWP,>Valor frontera M/B,"431628","4606205","30",CHD
"POINT (377448.999965701 4607584.00000075)","1105","211233",IBMWP,<Valor frontera M/B,"377449","4607584","30",CHD
"POINT (365137.000035178 4604097.00003663)","1106","211234",IBMWP,<Valor frontera M/B,"365137","4604097","30",CHD
"POINT (394870.99997188 4672681.9999577)","1107","211235",IBMWP,>Valor frontera M/B,"394871","4672682","30",CHD
"POINT (401842.999976169 4604971.99999285)","1108","211242",IBMWP,>Valor frontera M/B,"401843","4604972","30",CHD
"POINT (193431.000041141 4548533.99999315)","1109","211243",IBMWP,>Valor frontera M/B,"193431","4548534","30",CHD
"POINT (357980.999964757 4580275.9999622)","1110","211245",IBMWP,>Valor frontera M/B,"357981","4580276","30",CHD
"POINT (404223.000039098 4746549.99999299)","1111","211246",IBMWP,<Valor frontera M/B,"404223","4746550","30",CHD
"POINT (324808.99997834 4593335.99998716)","1112","211249",IBMWP,<Valor frontera M/B,"324809","4593336","30",CHD
"POINT (417105.000050514 4594963.99997252)","1113","211250",IBMWP,>Valor frontera M/B,"417105","4594964","30",CHD
"POINT (357927.000002593 4598904.99997906)","1114","211253",IBMWP,<Valor frontera M/B,"357927","4598905","30",CHD
"POINT (132353.999961687 4669687.99995496)","1115","211256",IBMWP,>Valor frontera M/B,"132354","4669688","30",CHD
"POINT (245905.000047614 4705199.99996543)","1116","211258",IBMWP,>Valor frontera M/B,"245905","4705200","30",CHD
"POINT (433052.99996253 4552654.99996552)","1117","211261",IBMWP,>Valor frontera M/B,"433053","4552655","30",CHD
"POINT (505028.9999593 4603887.99999432)","1118","211262",IBMWP,>Valor frontera M/B,"505029","4603888","30",CHD
"POINT (491217.000014045 4642070.99995456)","1119","211271",IBMWP,>Valor frontera M/B,"491217","4642071","30",CHD
"POINT (262427.999962626 4657798.99995703)","1120","211272",IBMWP,<Valor frontera M/B,"262428","4657799","30",CHD
"POINT (312959.000030673 4499686.0000331)","1121","211276",IBMWP,>Valor frontera M/B,"312959","4499686","30",CHD
"POINT (409894.999987556 4549521.00000386)","1122","211281",IBMWP,>Valor frontera M/B,"409895","4549521","30",CHD
"POINT (426689.000023818 4552504.99999496)","1123","211282",IBMWP,>Valor frontera M/B,"426689","4552505","30",CHD
"POINT (227376.999952131 4505035.99999438)","1124","211285",IBMWP,>Valor frontera M/B,"227377","4505036","30",CHD
"POINT (305688.999961994 4465177.99998984)","1125","211287",IBMWP,>Valor frontera M/B,"305689","4465178","30",CHD
"POINT (341587.999986954 4722120.99997458)","1126","211288",IBMWP,>Valor frontera M/B,"341588","4722121","30",CHD
"POINT (532369.999988932 4578395.00004749)","1127","211289",IBMWP,>Valor frontera M/B,"532370","4578395","30",CHD
"POINT (364791.000025676 4732248.99996278)","1128","211306",IBMWP,>Valor frontera M/B,"364791","4732249","30",CHD
"POINT (420195.999999158 4658206.99996654)","1129","211309",IBMWP,>Valor frontera M/B,"420196","4658207","30",CHD
"POINT (295963.999998537 4466841.99999585)","1130","211311",IBMWP,>Valor frontera M/B,"295964","4466842","30",CHD
"POINT (302014.999996857 4507471.99997406)","1131","4300467",IBMWP,>Valor frontera M/B,"302015","4507472","30",CHD
"POINT (451288.999959615 4622968.00002151)","1132",BAN-001,IBMWP,>Valor frontera M/B,"451289","4622968","30",CHD
"POINT (260984.000043643 4554736.99997536)","1133",Can1,IBMWP,>Valor frontera M/B,"260984","4554737","30",CHD
"POINT (270771.999999656 4686388.99997463)","1134",DACH,IBMWP,>Valor frontera M/B,"270772","4686389","30",CHD
"POINT (201902.000013359 4483721.99995869)","1135",DAGA,IBMWP,>Valor frontera M/B,"201902","4483722","30",CHD
"POINT (379276.999998501 4614336.99997642)","1136",DAJA,IBMWP,>Valor frontera M/B,"379277","4614337","30",CHD
"POINT (384234.999990604 4629653.99998268)","1137",DAMA,IBMWP,<Valor frontera M/B,"384235","4629654","30",CHD
"POINT (277356.999972984 4695933.99997181)","1138",DARE,IBMWP,>Valor frontera M/B,"277357","4695934","30",CHD
"POINT (474488.000022932 4651471.99995731)","1139",DARL,IBMWP,>Valor frontera M/B,"474488","4651472","30",CHD
"POINT (340136.999970353 4517608.0000293)","1140",DARV1,IBMWP,>Valor frontera M/B,"340137","4517608","30",CHD
"POINT (287715.000025432 4588383.00005152)","1141",DATA,IBMWP,>Valor frontera M/B,"287715","4588383","30",CHD
"POINT (451051.999985622 4674887.99998854)","1142",DAUS,IBMWP,>Valor frontera M/B,"451052","4674888","30",CHD
"POINT (380706.999985456 4602045.00003095)","1143",DAVA,IBMWP,>Valor frontera M/B,"380707","4602045","30",CHD
"POINT (271986.999991778 4527860.99995385)","1144",DAZU,IBMWP,>Valor frontera M/B,"271987","4527861","30",CHD
"POINT (315115.999960251 4607293.00000382)","1145",DBAJ,IBMWP,<Valor frontera M/B,"315116","4607293","30",CHD
"POINT (399445.999971861 4738663.99998842)","1146",DCAM,IBMWP,<Valor frontera M/B,"399446","4738664","30",CHD
"POINT (350824.999966354 4730448.00003365)","1147",DCAR1,IBMWP,>Valor frontera M/B,"350825","4730448","30",CHD
"POINT (213282.000003722 4565954.99996868)","1148",DCIR,IBMWP,>Valor frontera M/B,"213282","4565955","30",CHD
"POINT (427089.000038265 4669878.00003528)","1149",DCOG,IBMWP,>Valor frontera M/B,"427089","4669878","30",CHD
"POINT (432938.000016738 4661525.00004619)","1150",DCUB,IBMWP,>Valor frontera M/B,"432938","4661525","30",CHD
"POINT (256657.000020483 4537795.00001915)","1151",DDVMU,IBMWP,>Valor frontera M/B,"256657","4537795","30",CHD
"POINT (375619.999962606 4561884.99999417)","1152",DERE,IBMWP,>Valor frontera M/B,"375620","4561885","30",CHD
"POINT (237390.000047166 4514496.99998369)","1153",DHBR,IBMWP,>Valor frontera M/B,"237390","4514497","30",CHD
"POINT (423647.000048358 4688396.00001549)","1154",DHMZ,IBMWP,>Valor frontera M/B,"423647","4688396","30",CHD
"POINT (326504.000042426 4610404.0000333)","1155",DHOR,IBMWP,>Valor frontera M/B,"326504","4610404","30",CHD
"POINT (529995.000048363 4604533.00000338)","1156",DIZA,IBMWP,<Valor frontera M/B,"529995","4604533","30",CHD
"POINT (409789.000007714 4710634.99997183)","1157",DODR,IBMWP,>Valor frontera M/B,"409789","4710635","30",CHD
"POINT (242157.999983486 4572600.99996774)","1158",DRBE,IBMWP,>Valor frontera M/B,"242158","4572601","30",CHD
"POINT (177408.000040698 4499724.99999682)","1159",DRCM,IBMWP,<Valor frontera M/B,"177408","4499725","30",CHD
"POINT (442450.999995886 4650819.99995412)","1160",DREV,IBMWP,>Valor frontera M/B,"442451","4650820","30",CHD
"POINT (465596.000022734 4583788.99999996)","1161",DRIA,IBMWP,<Valor frontera M/B,"465596","4583789","30",CHD
"POINT (180007.999962963 4483834.00001751)","1162",DRPA,IBMWP,>Valor frontera M/B,"180008","4483834","30",CHD
"POINT (397206.99999906 4745035.99995292)","1163",DRUB,IBMWP,>Valor frontera M/B,"397207","4745036","30",CHD
"POINT (263501.000014209 4528013.00003154)","1164",DRVA,IBMWP,>Valor frontera M/B,"263501","4528013","30",CHD
"POINT (290167.999953524 4499815.00003647)","1165",DRVI,IBMWP,>Valor frontera M/B,"290168","4499815","30",CHD
"POINT (213791.999996484 4681817.99995448)","1166",DTRU,IBMWP,>Valor frontera M/B,"213792","4681818","30",CHD
"POINT (249459.999974266 4724365.99999357)","1167",DTUE,IBMWP,>Valor frontera M/B,"249460","4724366","30",CHD
"POINT (226731.000026021 4527925.99996794)","1168",DTUM,IBMWP,>Valor frontera M/B,"226731","4527926","30",CHD
"POINT (442422.00004672 4702555.99999347)","1169",DUBI,IBMWP,>Valor frontera M/B,"442422","4702556","30",CHD
"POINT (213329.999984288 4552857.00001193)","1170",DUCE,IBMWP,>Valor frontera M/B,"213330","4552857","30",CHD
"POINT (376130.000010126 4684687.99998135)","1171",DUCI,IBMWP,>Valor frontera M/B,"376130","4684688","30",CHD
"POINT (294824.999978119 4631979.00003758)","1172",DVAL,IBMWP,<Valor frontera M/B,"294825","4631979","30",CHD
"POINT (277304.000050654 4483709.99996429)","1173",DVAV,IBMWP,<Valor frontera M/B,"277304","4483710","30",CHD
"POINT (314162.000020505 4642916.00001204)","1174",DVLY,IBMWP,<Valor frontera M/B,"314162","4642916","30",CHD
"POINT (448077.000008239 4690706.99998818)","1175",DVNA,IBMWP,>Valor frontera M/B,"448077","4690707","30",CHD
"POINT (244478.999962871 4509806.99994837)","1176",Hue1,IBMWP,>Valor frontera M/B,"244479","4509807","30",CHD
"POINT (349617.000040675 4695248.99997266)","1177",IMP-22,IBMWP,>Valor frontera M/B,"349617","4695249","30",CHD
"POINT (296030.999995461 4600359.99997219)","1178",IMP-53,IBMWP,<Valor frontera M/B,"296031","4600360","30",CHD
"POINT (441343.000013398 4566873.99999167)","1179",IMP-68,IBMWP,<Valor frontera M/B,"441343","4566874","30",CHD
